7610200104175;+0.000
8410076491473;+28.464
4104420071841;+0.000
3850102127252;+75.697
7617300725194;+483.053
7613312070970;+0.000
4104420134584;+485.649
4104420132160;+0.000
7617500197524;+0.000
7613269303213;+52.894
7613269302896;+164.697
7616800817019;+2410.000
4006099655608;+0.000
7613312065945;+262.950
7613312050484;+237.056
8410076480927;+0.000
7640155340038;+40.336
7613269293835;+158.950
7617027140676;+116.067
7617027730341;+0.000
8410076470492;+165.512
4104420034563;+122.486
7613269357889;+0.000
7610200309242;+0.000
7610200323712;+0.000
8001310050022;+207.148
7613269353690;+189.996
8410076421005;+0.000
7610200047526;+65.728
8410076472366;+217.474
7613269328896;+285.421
4104420033641;+0.000
7610200182029;+0.000
8410076480880;+174.551
7617027892674;+185.000
4104420140288;+115.391
5601119942622;+0.000
80481508;+0.000
7613269320180;+143.683
7616800817200;+0.000
7617027101356;+30.645
7610809001066;+33.000
8002530159021;+2510.000
7617027051453;+0.000
7617300719568;+250.625
7610200094735;+0.000
4104420146549;+0.000
80482475;+0.000
5997523317072;+49.030
7613312015148;+63.744
7617027734868;+0.000
7617027558075;+0.000
7613269248873;+101.062
7616800833293;+0.000
5060283760003;+13.850
7617027140829;+0.000
8410076491886;+12.425
22137890;+87.867
7640158540305;+28.750
7610200100085;+2761.950
4104420135345;+0.000
8001310120305;+150.638
7617027051491;+0.000
7610449010800;+0.000
7613312045398;+0.000
4104420034327;+0.000
5034444113151;+0.000
7613312065983;+0.000
5034444113366;+0.000
7617027140638;+0.000
4006099655400;+0.000
7613269253099;+0.000
8015559057414;+0.000
7610200244598;+0.000
8001772000030;+368.750
80607090;+0.000
3760122961777;+109.145
7610100033247;+30.000
7617300720786;+356.875
7617027160940;+370.000
4104420129849;+0.000
8410076472281;+0.000
4104420072084;+397.650
7613312066027;+88.659
7613312015940;+335.719
7616800650562;+221.561
7617027071420;+0.000
8715035400306;+0.000
7616800650579;+0.000
7617027896221;+0.000
7613312083093;+45.272
7610200010254;+0.000
5034444112307;+204.142
5060194790106;+138.750
0628055080015;+503.601
7613312071014;+58.939
8005360008194;+0.000
7617027731652;+415.000
7613269272380;+323.562
42284079;+666.000
8410076460677;+370.241
7610200056955;+397.485
4104420136168;+0.000
42278955;+373.750
8727200554509;+230.278
7617027853019;+0.000
7640155340021;+31.864
8410076420992;+200.944
4104420072862;+891.749
7610200017536;+360.430
4104420142329;+0.000
7613269165439;+0.000
4104420038080;+246.324
8410076490148;+0.000
7613312021422;+0.000
4104420071728;+910.000
76106071;+0.000
7610200086334;+200.362
7613269190899;+172.500
7616800150109;+0.000
5034444113632;+0.000
7616800150222;+529.706
7618500940998;+830.000
7617027917810;+0.000
7613312045336;+336.970
7617027934671;+126.112
7617300700337;+539.312
4104420031722;+0.000
7613312019498;+0.000
4104420146525;+0.000
7613312045350;+369.331
7617027140591;+0.000
4006099655806;+0.000
7616800894218;+0.000
7611654576754;+4.000
7613312067277;+0.000
7613312045435;+58.109
22083043;+134.500
4104420070226;+1205.000
7618500947379;+1424.375
7613312087091;+157.257
7616800823508;+213.800
27100127;+0.000
7610200098450;+863.812
7613312046258;+409.387
22137128;+63.000
8410076471468;+326.628
7610200335159;+380.879
80482437;+36.513
3472930120313;+33.750
5601222511210;+314.025
7613312076453;+47.635
7613312080863;+0.000
7613312045374;+398.221
7613312066003;+177.036
7610200100030;+1234.188
7640155340014;+0.000
7613312070994;+474.032
7617500197487;+3465.000
7613269132295;+0.000
8410076472311;+173.946
7610200040374;+445.000
7617027845557;+0.000
5060283760126;+25.074
8005360004806;+85.690
8727200551508;+104.250
7617027140195;+351.985
7613269221562;+0.000
7613312040157;+184.613
4104420071902;+0.000
7640158540800;+64.375
8410076492111;+77.724
80090236;+0.000
4104420033740;+0.000
4104420070202;+1655.719
7610848492740;+121.375
8410076471598;+596.134
76106057;+466.500
4104420033764;+200.700
8715035220300;+0.000
8410076491466;+80.861
7610800826040;+150.000
7617027924320;+96.398
7610200086341;+2441.863
5034444112666;+0.000
7613269327004;+407.602
7613269357865;+980.125
7613312072615;+1650.562
7617027975353;+0.000
7616800150208;+0.000
7613312081181;+0.000
3069538102461;+158.259
3558370225075;+0.000
7613312081242;+0.000
4104420034167;+483.175
7617027734721;+496.613
3850104008443;+96.541
7610849101818;+320.527
4104420132085;+0.000
76145513;+21.390
7613269357681;+0.000
4104420028685;+0.000
4006099655509;+2210.133
4104420030220;+0.000
5034444112550;+0.000
3472930130312;+50.625
7610200040534;+1945.000
7610200318312;+0.000
7613269357728;+0.000
7617500197586;+3465.000
8005510001846;+370.000
7617300502009;+0.000
4104420071742;+0.000
7613269283744;+8632.500
7613269324652;+0.000
80535881;+269.470
5060283760034;+26.962
4104420034587;+2350.800
7610200012098;+0.000
7613269014324;+108.750
7610849101801;+498.164
7613312066812;+184.086
7613312019511;+0.000
7610200066947;+0.000
8001310193118;+0.000
7613269253075;+156.989
7616800650593;+0.000
8712429442409;+66.486
7617027098410;+0.000
7610200324009;+0.000
7613312015162;+196.501
7611091543319;+201.938
7617027853125;+72.174
5425032900008;+102.430
3472930110314;+563.750
7613269146759;+0.000
7617027911771;+33.900
7616800650395;+202.731
7613312081266;+184.613
42279006;+795.300
0613008739058;+564.292
7613269193449;+225.500
7613312071038;+0.000
7617027055222;+71.560
7610200100153;+429.870
4104420072787;+0.000
7617027024426;+0.000
7613269357742;+47.278
7613312066089;+0.000
7613312075661;+114.623
4104420034549;+0.000
7613312056769;+241.000
7613312058367;+117.897
7617027020077;+110.000
8001310031298;+617.647
4104420142664;+0.000
7618500942633;+0.000
7617027101578;+445.449
4104420071803;+543.675
7613312065969;+0.000
7613269324638;+73.800
5034444112109;+0.000
4104420133648;+0.000
7617027160964;+740.000
7610200084897;+0.000
7613312044698;+16.200
7613312076323;+0.000
4104420071667;+397.650
5601286413765;+320.828
0011210006508;+0.000
7610200048066;+0.000
7610200011954;+0.000
4104420133365;+653.296
7617027051415;+0.000
42279044;+0.000
4104420033948;+327.150
42278993;+490.875
7613269372325;+0.000
8005510007619;+0.000
7613269027423;+0.000
7610803008085;+357.031
7618500940202;+1017.500
8853333016314;+0.000
7617500197661;+977.500
7616800823515;+0.000
7613312035771;+0.000
8712429130603;+20.443
4104420137042;+1022.288
4104420072121;+241.000
42284086;+0.000
4104420072800;+688.750
4104420034365;+199.963
7616800304250;+45.742
7613312066065;+0.000
80508892;+442.500
4104420133501;+227.500
7610200231932;+0.000
7610200081162;+709.406
7613312061312;+0.000
4104420072848;+602.500
7617500197708;+1260.000
7617027140652;+0.000
7613312076477;+0.000
7617027020237;+0.000
7613269293859;+0.000
8410076420268;+0.000
8410076480903;+164.266
7640158540251;+11.250
7617027734820;+41.800
7616800810881;+0.000
4104420137967;+198.453
7613312045411;+219.375
4104420072589;+0.000
7617027854504;+0.000
7613269342168;+18.098
7613312066041;+270.791
80508878;+129.805
7613269197966;+355.392
7617027747646;+0.000
8410076472304;+517.602
3033715065788;+302.969
7610200340627;+0.000
4104420134928;+0.000
7613269354703;+0.000
7617027863834;+0.000
7616800836591;+0.000
7617027140485;+0.000
4104420146563;+942.356
8727200552000;+209.750
8853333016284;+600.600
5060194790014;+0.000
7610200046925;+0.000
4104420138803;+0.000
4104420132405;+934.375
7617027140577;+715.905
8727200553007;+90.826
7616800150215;+0.000
8005360001744;+245.544
7610200100146;+0.000
7616800800509;+0.000
7617027845571;+0.000
7617500197548;+2193.750
7617027917148;+422.450
7613312065921;+530.259
4104420071940;+0.000
7640140180304;+648.027
7613312071700;+745.098
3870545001476;+0.000
6931653107010;+0.000
7613269027430;+0.000
8005510005967;+0.000
7616800302379;+171.450
7613312051375;+0.000
7613312035252;+3498.750
7617300701525;+629.056
7613312008928;+0.000
7610200258984;+0.000
27001202;+0.000
7613312019474;+0.000
7617027975391;+150.062
7613312065907;+116.744
4104420071926;+0.000
